Fold,Case ID,Sentence,Sentence Attention Weight,Prediction,Label
fold_5,100,"The historical, cultural, methodological and ethical insights from the research and outputs have resulted in pioneering, wide-ranging and sustained impact from NTU's leading involvement and advisory role in a number of impactful projects in the documentation, management and renewal of built heritage in Oman and the UAE and its dissemination through public engagement.",0.03783303499221802,0.12040015310049057,0
fold_5,100,Oman:,0.0016607315046712756,0.12040015310049057,0
fold_5,100,"In 2010, aware of the gap in management of heritage sites, Oman's Ministry of Heritage and Culture (MHC) decided to select a partner to address its cultural heritage sites at greatest risk.",0.012477013282477856,0.12040015310049057,0
fold_5,100,"Based on NTU's research and advisory record in this field, our team was invited.",0.002997877076268196,0.12040015310049057,0
fold_5,100,"Stage-1 of the initiative involved a pilot-study to undertake documentation and Heritage Management Plan (HMP) for 2 oasis settlements (Birkat al-Mawz-WHS and Izki-selective; grant-i; evidence-4) on their priority list of 86, followed by 4 more in Stage-2 (completed July 2013) and 4 in Stage-3 (on-going).",0.02594418078660965,0.12040015310049057,0
fold_5,100,"Stage-1: Contextually-appropriate, cost-effective and expedient alternatives to established documentation methods (e.g. resource-intensive ICOMOS - International Council on Monuments and Sites - approach) were developed by NTU, by limiting the on-site component and emphasising aerial-photograph-based documentation.",0.0053283716551959515,0.12040015310049057,0
fold_5,100,Comprehensive and selective documentation approaches were applied to HMPs and compared to ascertain their relative benefits in documenting Oman's 1000-plus vernacular settlements.,0.007853697054088116,0.12040015310049057,0
fold_5,100,Key feature of this pilot-HMP - well-received by MHC and the Committee for the Registration and Protection of Historic Building Clusters - is its focus on future generations through full integration of developmental needs/aspirations in renewal (training/education/crafts/renewable energy).,0.01531452126801014,0.12040015310049057,0
fold_5,100,This model combines heritage management and development in a Master Plan and employs comprehensive documentation (instead of conventional selective approach in WHSs.,0.020159270614385605,0.12040015310049057,0
fold_5,100,"Stage-2: Following success of the pilot phase, MHC asked NTU to undertake work on 4 additional settlements (Izki, Ibri, Bahla-WHS, Fanja; grant-g; evidence-1-3) in the Dakhiliyah (Interior) Governorate.",0.027905752882361412,0.12040015310049057,0
fold_5,100,"MHC embraced the documentation approaches as `models' and has adopted the comprehensive option for future key settlement HMPs (undertaken by NTU) and the selective option for small-settlement documentation (by Salut Planning and Management, advised/reviewed by NTU).",0.0009767607552930713,0.12040015310049057,0
fold_5,100,MHC has acted on NTU's advice and is currently reviewing the inventory of vernacular settlements to establish a rigorous criteria-based priority list (evidence-5).,0.009373183362185955,0.12040015310049057,0
fold_5,100,NTU has contributed text and non-text based material on vernacular architecture for the permanent display at Muscat's National Museum (grant-f).,0.04598750174045563,0.12040015310049057,0
fold_5,100,"Stage-3: In 2013 NTU was awarded 4 new sites (2 in Sinaw, Mudayrib and Al-Gila-WHS; new funding £161,000) in the unexplored Sharqiyyah (Eastern) Governorate.",0.04312761500477791,0.12040015310049057,0
fold_5,100,Full implementation of Master Plans are being discussed with MHC for Salalah and with Ministry of Tourism for Misfat Al-`Abriyeen and Minzafah.,0.011734948493540287,0.12040015310049057,0
fold_5,100,Capacity Building Element:,0.0005941392155364156,0.12040015310049057,0
fold_5,100,In 2009 the NTU team was invited by Muscat Municipality to undertake vernacular settlement documentation within Muscat Governorate (grant-h).,0.03839205950498581,0.12040015310049057,0
fold_5,100,"To train young Omanis in heritage documentation, the project was developed with a significant 'capacity building' component (an approach subsequently adopted by MHC for its employees - 20 trained; evidence-6).",0.00968482531607151,0.12040015310049057,0
fold_5,100,Twelve unemployed graduates (6 men/6 women) from the Oman Technical College were recruited on the documentation training programme through interviews (evidence-7).,0.007095519918948412,0.12040015310049057,0
fold_5,100,"Intensive on-site training supported by NTU-developed training manual prepared the documentation team with the requisite documentation, representation, team working, project management and leadership skills.",0.0009380838018842041,0.12040015310049057,0
fold_5,100,"Earlier, much background knowledge was developed through an invitation to design an appropriate organisation and curriculum for traditional building skills training of nationals for the revitalisation of al-Jimi and al-Qattara oases in the UAE (early-2009; evidence-8).",0.01896909810602665,0.12040015310049057,0
fold_5,100,"Following the eight-month fieldwork and drawn documentation production, all trainees gained employment within government and private sectors with average annual salaries of £18,000, indicating economic and social impact.",0.022667333483695984,0.12040015310049057,0
fold_5,100,A bilingual publication (Arabic/English) on Muscat's vernacular heritage is forthcoming (2014).,0.009013463743031025,0.12040015310049057,0
fold_5,100,UAE/Abu-Dhabi:,0.004716998897492886,0.12040015310049057,0
fold_5,100,"In 2008-9 Bandyopadhyay was invited by UK-based consultant, Austin Smith:Lord to help analyse a monument of historical and political significance in Abu Dhabi (client and direct beneficiary: Abu Dhabi Authority for Cultural Heritage, ADACH; evidence-10).",0.010416184552013874,0.12040015310049057,0
fold_5,100,Bandyopadhyay's expertise in Gulf vernacular architecture and interpretive methods helped establish the architectural and socio-cultural values of the monument.,0.0036317151971161366,0.12040015310049057,0
fold_5,100,It provided the basis for a sensitive proposal for the monument's reuse as a cultural heritage interpretation centre.,0.005843999329954386,0.12040015310049057,0
fold_5,100,The project also trained 2 UK professionals in the historical and socio-cultural background of Gulf vernacular architecture.,0.025513142347335815,0.12040015310049057,0
fold_5,100,Recently ADACH has invited NTU to participate in a tender to document and develop another site of historical significance.,0.016606733202934265,0.12040015310049057,0
fold_5,100,"Dissemination: NTU has established ""ArCHIAM Projects"", Architecture and Cultural Heritage of India, Arabia and the Maghreb, spearheading the impact work (www.archiam-centre.com/).",0.027384188026189804,0.12040015310049057,0
fold_5,100,In July 2013 an exhibition on the HMPs was launched through a well-attended inauguration including MHC officials.,0.0020951281767338514,0.12040015310049057,0
fold_5,100,"The work has been disseminated through public lectures (Oman/UAE/Italy; evidence-9), national/international media interviews (English/Arabic newspapers; Radio-Oman) and popular annual publications (English/Arabic).",0.005091263446956873,0.12040015310049057,0
fold_5,100,"Bandyopadhyay has contributed to a MHC-produced film on heritage sites, distributed internationally (Arabic; English subtitles).",0.012483116239309311,0.12040015310049057,0
fold_5,1002, This case study is based on research into the Dissolving Boundaries (DB) Programme which uses ICT and face to face contact to address post-conflict mistrust between young people in Northern Ireland (NI) and the Republic of Ireland (ROI).,0.09774262458086014,0.3991983234882355,1
fold_5,1002,"With funding from the Departments of Education in Belfast and Dublin, the programme has been operating in 300 schools since 1999.",0.07237560302019119,0.3991983234882355,1
fold_5,1002,"Research led by Austin (2004, 2007, 2008, 2010, 2011 and 2013) has had an impact in four broad ways; first, on teacher professional development by refining practice of collaborative learning using ICT; second, on the quality of pupil learning, including perceptions of cultural difference; third, on government policy in the way ICT is assessed by requiring schools to use ""exchange"" as a new requirement and, fourth, internationally, through supporting the `north-south' strand of the Belfast Agreement 1998, and shaping similar work in England and the Middle East. 
 ",0.044997233897447586,0.3991983234882355,1
fold_5,1002,"Since the introduction of the DB Programme in 1999, two books and five peer-reviewed articles on different aspects of the work have been published in international journals.",0.01848343014717102,0.3991983234882355,1
fold_5,1002,"Key research insights have shown how ICT links between schools can be inclusive, foster inter-cultural education, provide teachers with professional development in the use of ICT for collaborative learning, and nurture enterprise in the curriculum.",0.04005398228764534,0.3991983234882355,1
fold_5,1002,"Thus, research has impacted on the way that ICT is assessed in NI by requiring schools to show how they use ICT to ""exchange"" with others.",0.004212614614516497,0.3991983234882355,1
fold_5,1002,"Tasks for ""exchange"" support intercultural links between Catholic and Protestant children.",0.013843534514307976,0.3991983234882355,1
fold_5,1002,"Early work demonstrated that appropriate technologies could be used to include students with Special Educational Needs in cross-border links (Abbott et al. 2004); this was a reminder that ""boundaries"" between schools meant more than the obvious political barriers created by the partition of Ireland.",0.008030821569263935,0.3991983234882355,1
fold_5,1002,After the initial start-up grant of £313k.,0.007600101642310619,0.3991983234882355,1
fold_5,1002,"for 2001-4 from the two departments of education in Ireland, this led to a further grant of £258k.",0.006165664177387953,0.3991983234882355,1
fold_5,1002,for 2004-7 from the same funders to support further research and development.,0.003548659384250641,0.3991983234882355,1
fold_5,1002,"Research (Austin and Anderson, 2008) established that the use of ICT in school links could make pupils more open-minded towards cultural difference.",0.019166909158229828,0.3991983234882355,1
fold_5,1002,This data was subsequently corroborated by external evaluation (National Foundation for Education Research 2011) and the Education and Training Inspectorate (2012).,0.0031194027978926897,0.3991983234882355,1
fold_5,1002,NFER noted that `Pupils reported increased awareness and tolerance of pupils from the other side of the border' and the Inspection report (p.11) that `the programme has led to a positive change in pupils' values and attitudes'.,0.030780114233493805,0.3991983234882355,1
fold_5,1002,"Further research grants from the Department of Education, NI followed of £600,000 to expand the programme, 2007-10.",0.038679756224155426,0.3991983234882355,1
fold_5,1002,"Austin et al. (2010) established for the first time an understanding of the perceptions of teachers working in primary, special and secondary schools when they were involved in a collaborative learning partnership with another school using ICT as the principal means of interaction.",0.02252829819917679,0.3991983234882355,1
fold_5,1002,This ascertained that teacher professional development was a critical priority in the success of interschool collaborative learning.,0.0017979145050048828,0.3991983234882355,1
fold_5,1002,"This was important in NI where there is a growing government expectation that all schools will be expected to collaborate more closely in sharing courses and resources (Entitlement Framework, DENI, 2013).",0.00877471175044775,0.3991983234882355,1
fold_5,1002,This research led to further funding for 2010-13 of £600k.,0.014670628122985363,0.3991983234882355,1
fold_5,1002,to extend and refine the programme.,0.0009716931381262839,0.3991983234882355,1
fold_5,1002,Austin (2011) provided the first published evidence on the ways that enterprise activities between schools using a range of ICT tools not only developed enterprise skills in young people but provided the vehicle for greater intercultural understanding.,0.034780438989400864,0.3991983234882355,1
fold_5,1002,"When pupils as young as 10 set up joint mini-companies between their linked schools, they learned not only about product design, marketing and sales but, in the process, how enterprise requires cultural sensitivity.",0.07089795917272568,0.3991983234882355,1
fold_5,1002,"This work was funded from the two Departments and the Joint Business Council, representing the Confederation of British Industry and the Irish Business Economic Council.",0.008559903129935265,0.3991983234882355,1
fold_5,1002,Key Researchers: Professor Roger Austin (1979-) was the lead researcher since the creation of the DB Programme in1999.,0.005092804320156574,0.3991983234882355,1
fold_5,1002,"Other members of the research team include Jane Smyth (1999- ) and Marie Mallon (1999- ) at the University of Ulster and in the National University of Ireland, Maynooth, Aidan Mulkeen, Angela Rickard, Nigel Metcalfe and Alma Grace. 
 ",0.021520176902413368,0.3991983234882355,1
fold_5,1002,"Working in the context of a divided island seeking new political and social relationships DB, using research evidence, has influenced policy makers and practitioners that, through school partnerships and innovative teaching and learning approaches, ICT has an important role to play in helping teachers and young people come to new understandings within and beyond the Irish border.",0.04679291695356369,0.3991983234882355,1
fold_5,1002,"4.1 Impact on teachers According to the NFER report (2011, p.97), detailed in section 2, professional development in the use of ICT on the DB programme `helped to develop teachers' skills and confidence in this area' and this, in turn, was regarded as `one of a number of significant motivators for teachers' participation in the project'.",0.02872883342206478,0.3991983234882355,1
fold_5,1002,"Further, a Joint Inspection report by officials on both sides of the border in Ireland (2012), said that the professional development provided by the DB programme improved the quality of learning; key findings, such as the insights into what kinds of practice facilitated collaborative learning using ICT were disseminated in research reports to all teachers and used as the focus for professional development at annual planning conferences.",0.016505062580108643,0.3991983234882355,1
fold_5,1002,"The report noted that the DB programme `has contributed to and utilised international research to ensure that it is focused on improving the quality of the learning experiences for the participants' (Source 1, p.5).",0.00903153233230114,0.3991983234882355,1
fold_5,1002,"4.2 Impact on children's learning Data from the 2011 NFER report (2011), Teaching Approaches That Help to Build Resilience to Extremism among Young People, noted that `pupils reported increased awareness and tolerance of pupils from the other side of the border.'",0.009210087358951569,0.3991983234882355,1
fold_5,1002,(Source 2).,0.0003073751868214458,0.3991983234882355,1
fold_5,1002,"The data from the NI/ROI Joint Inspection report (Source 1, 2012, p.12), confirmed these findings.",0.0028884324710816145,0.3991983234882355,1
fold_5,1002,"It noted that `99% of the schools in Northern Ireland strongly agreed or agreed that the programme has led to `a positive change in pupils' values and attitudes, eg. open-mindedness, acceptance, self-confidence, empathy and curiosity.'",0.04716240242123604,0.3991983234882355,1
fold_5,1002,"Research by Austin and Hunter (2013) reported that, even one year after their involvement in the programme, students who took part were extremely positive about their experiences and far more likely to want to repeat such links compared to pupils in the same schools who had not taken part.",0.026122696697711945,0.3991983234882355,1
fold_5,1002,"4.3 Impact on educational policy; ICT accreditation and assessment The data generated by research into the DB programme has led to changes in the accreditation of ICT; a letter from the Council for the Curriculum, Examinations and Assessment (CCEA) (2012) has confirmed that since 2009, the scheme run for all schools in NI was amended to include ""exchange"" because of the work of the programme.",0.014724258333444595,0.3991983234882355,1
fold_5,1002,"It stated, `In 2009, CCEA introduced a revised version of the ICT Accreditation Scheme for pupils at Key Stages1, 2 and 3 which, for the first time, included the requirement that ICT should be used for ""exchange"".",0.011435603722929955,0.3991983234882355,1
fold_5,1002,This new focus was introduced as a result of the growing number of schools that were already using ICT for inter-school links through the Dissolving Boundaries Programme'.,0.013493434526026249,0.3991983234882355,1
fold_5,1002,The ICT accreditation scheme will become mandatory for all schools in 2014 in NI (Source 3).,0.008547994308173656,0.3991983234882355,1
fold_5,1002,"The Joint Inspection report (2012) recommended that `the Department of Education should ensure that the outcomes of the DB programme are linked more clearly to the principles of the Cohesion, Sharing and Inclusion policy.'",0.003648146754130721,0.3991983234882355,1
fold_5,1002,These recommendations have resulted in a directive being issued in July 2012 by the Department of Education to the local education authorities in NI to take account of the work of the DB programme for cross-community relations and the delivery of the 14-18 curriculum (Source 4).,0.00745106115937233,0.3991983234882355,1
fold_5,1002,"4.4 Impact on global policy and practice Israel The DB programme's use of ICT has had a direct, medium-term impact in developing a similar project in Israel, based on links between Orthodox Jewish schools, secular Jewish schools and Arab schools (Source 5).",0.00485431682318449,0.3991983234882355,1
fold_5,1002,"In explaining the design of their own project they noted that `A number of computer-mediated communication (CMC) projects have been carried out among diverse populations, specifically populations in conflict, based on the contact hypothesis.",0.014939033426344395,0.3991983234882355,1
fold_5,1002,"Probably the best documented one is Dissolving Boundaries, ... between Northern Ireland and the Republic of Ireland (Austin, 2006)'.",0.0042482889257371426,0.3991983234882355,1
fold_5,1002,The authors further noted that `Austin and Anderson (2008) claim that a new paradigm is emerging that can bring together insights from both social learning theories in education and insights from social psychology'.,0.0033460999839007854,0.3991983234882355,1
fold_5,1002,An interim evaluation of the Israeli project showed that the year-long links were building trust between pupils and key recommendations in this evaluation were put into practice in 2013.,0.00898086279630661,0.3991983234882355,1
fold_5,1002,This led the Ministry of Education in Israel to expand the programme in 2013-14 (Source 6).,0.00148780585732311,0.3991983234882355,1
fold_5,1002,"England Similarly, research into the effectiveness of the work in Dissolving Boundaries has had an impact on the Schools Linking Network (SLN) in England, an organisation set up after the race riots in Bradford in 2001 to foster better race relations between young people in schools.",0.006912018172442913,0.3991983234882355,1
fold_5,1002,"As a consequence of a presentation on DB, the Director of SLN wrote in December 2011: `While we have always used ICT to introduce pupils to each other, we have not until now used it to develop on-going collaborative work.",0.018456274643540382,0.3991983234882355,1
fold_5,1002,SLN has now put in place a clear ICT strategy which we will be able to offer to schools across the UK to support our on-going programmes' (Source 7).,0.010706703178584576,0.3991983234882355,1
fold_5,1002,"In terms of the impact of the DB programme compared to other initiatives, the Centre for Cross-Border Studies was commissioned by the Department of Education in NI to review all cross-border educational programmes.",0.02615293115377426,0.3991983234882355,1
fold_5,1002,"Having assessed all the evidence available, it commented that DB was `the single most outstanding example of mutually beneficial cross-border cooperation... between schools anywhere in Europe, let alone Ireland' (Source 8).",0.0072883134707808495,0.3991983234882355,1
fold_5,1002,Republic of Ireland and Northern Ireland educational cooperation The financial support of the two Departments of Education for DB since 1998 has enabled them to partially fulfil the obligations of Strand 2 of the Belfast Agreement which placed a responsibility on the two governments to establish areas of mutual cooperation.,0.021876148879528046,0.3991983234882355,1
fold_5,1002,"The programme has been discussed on several occasions at the North-South Ministerial Council, most recently in February 2013 when a joint communique noted the launch of a DVD `featuring both Education Ministers' which showed how ICT was being used to promote community cohesion and that `experiences gained within the Dissolving Boundaries Programme have assisted in the development of a similar programme in Israel' (Education Joint Communique, Source 9).",0.007934406399726868,0.3991983234882355,1
fold_5,1002,"Overall, DB effectively fits with the UoA research impact strategy by working in an all-Ireland developmental context and actively pursuing research which has influenced, demonstrably, policy and practice in education, north and south.",0.017314089462161064,0.3991983234882355,1
fold_5,1002,"Subsequently, its insights are proving valuable to other contested societies.",0.0010579004883766174,0.3991983234882355,1
fold_5,1003," UNESCO Centre research has impacted on education policy, locally and globally, attracting research grants of more than £6 m in the last decade.",0.04758830741047859,0.4783138334751129,1
fold_5,1003,Three significant research impacts are: statutory inclusion of Local and Global Citizenship in the Northern Ireland Curriculum (NIC) for all schools from 2007; research on `conflict sensitive' education that provided the conceptual framework for the 2011 UNESCO,0.04794807359576225,0.4783138334751129,1
fold_5,1003,"Education Global Monitoring Report and has been used by UNICEF to secure funding addressing peace-building and education in conflict affected countries; and a rights-based indicators framework now used by the Northern Ireland Executive to monitor implementation of children's policies. 
 ",0.008894875645637512,0.4783138334751129,1
fold_5,1003,"Citizenship Research into Education for Mutual Understanding (cross curricular theme, NIC 1991-2007 provided a critique that underlined the need for a stronger curriculum focus on human rights, civic responsibility, justice and democracy, particularly in the context of the signing of the Good Friday Agreement in 1998.",0.032100629061460495,0.4783138334751129,1
fold_5,1003,In a key article Smith (2003) argued for the inclusion of an inquiry based approach to citizenship education that is defined in terms of citizens' rights and responsibilities rather than their national identities.,0.00472008204087615,0.4783138334751129,1
fold_5,1003,"Research that developed a conceptual framework for inquiry related to pluralism, human rights and democracy in a conflict-affected society (Smith 2003) was the basis for Education for Local and Global Citizenship, which became a statutory requirement for all post-primary schools in Northern Ireland from 2007.",0.033877402544021606,0.4783138334751129,1
fold_5,1003,"The research was funded by the Nuffield Foundation, Northern Ireland Department of Education (DENI) and the Council for Curriculum Examinations and Assessment (CCEA).",0.11593970656394958,0.4783138334751129,1
fold_5,1003,"Conflict Research, initially in a report for the United Kingdom Department for International Development (DFID) (Smith and Vaux, 2003) and a publication by Smith (2005) was central to the development of the concept of conflict sensitive education which has now become a priority for donors and international development agencies.",0.020247964188456535,0.4783138334751129,1
fold_5,1003,"Smith then became a contributing author (2010) to the Education for All Global Monitoring Report (2011) on education and conflict and co-authored new research for UNICEF on the role of education in peace-building (Novell and Smith, 2011).",0.0071429042145609856,0.4783138334751129,1
fold_5,1003,UNICEF explicitly referenced Smith's 2005 definition of conflict sensitive education in an October 2011 proposal on education and peace-building.,0.005244289059191942,0.4783138334751129,1
fold_5,1003,"This was used as the basis for a $150m. initiative funded by the Government of the Netherlands over a four year period (2012-15), in 14 conflict affected countries (Chad, Democratic Republic of Congo, Ivory Coast, Liberia, Sierra Leone, Burundi, Ethiopia, Somalia, South Sudan, Uganda, occupied Palestinian territories, Yemen and Pakistan).",0.012503853999078274,0.4783138334751129,1
fold_5,1003,"Rights Finally, a £1.4m. grant from Atlantic Philanthropies (2011-15) has enabled the UNESCO Centre to develop a rights based approach to monitoring services for children and young people in Ireland and Northern Ireland.",0.024884788319468498,0.4783138334751129,1
fold_5,1003,"This led to funding (£75,000) from the Office of the First and deputy First Minister (OFMdFM) tasking the Centre with developing a rights-based Indicators Framework for children's policy across all government departments.",0.0016002324409782887,0.4783138334751129,1
fold_5,1003,"In 2013, rights' informed research carried out on behalf of the Integrated Education Fund on education policy in Northern Ireland (Hansson et al, 2013) has impacted on policy recommendations contained within a Government appointed Ministerial Advisory Group report on the future of the education system in Northern Ireland, which have been accepted by the Northern Ireland Minister for Education, John O'Dowd MLA (22 October 2013, Northern Ireland Assembly).",0.020204953849315643,0.4783138334751129,1
fold_5,1003,"Key Researchers for research period 1998-2013: Professor Alan Smith (1985 -), Dr Alan McCully (1995 -), Dr Una O'Connor (2000 -), Dr Ulf Hansson (2011-), Dr Ulrike Niens (2002-09), Dr Carmel Gallagher (2009-11), Dr Alison Montgomery (2005-08), Marina Monteith (2010-), Dr John McCord (2010-12), Christine Smith Ellison (2010-) 
 ",0.12376272678375244,0.4783138334751129,1
fold_5,1003,The impact of the research is not merely educational but integral to the building of a stable society in Northern Ireland.,0.015692569315433502,0.4783138334751129,1
fold_5,1003,As a result of this work the international aspect of the research has grown in recent years.,0.0030500174034386873,0.4783138334751129,1
fold_5,1003,"This has created a virtuous circle, where experience gained internationally has been used to influence and impact on government policy in Northern Ireland in 2013.",0.00992724858224392,0.4783138334751129,1
fold_5,1003,"Citizenship and Conflict By bringing forward research and evidence to show that reform of parts of the NIC could be an integral part of building a stable and shared society, including research commissioned by DENI on interschool links and evaluations of Education for Mutual Understanding, the UNESCO Centre has been central to curriculum reform in Northern Ireland.",0.03346573933959007,0.4783138334751129,1
fold_5,1003,"As a consequence this has had a direct impact on the 329,000 children and young people currently enrolled in schools in Northern Ireland and almost 20,000 teachers: (See section 5, source 3).",0.05793318152427673,0.4783138334751129,1
fold_5,1003,"Working in partnership with the CCEA and those tasked with formulating education policy ensured that the framework developed by the UNESCO Centre researchers (Smith, McCully, O'Connor, Gallagher), both in approach (inquiry based) and in terms of core concepts; Diversity and Inclusion, Equality and Social Justice, Democracy and Active Participation, and Human Rights and Social Responsibility, was included and developed in the revised curriculum.",0.03839705139398575,0.4783138334751129,1
fold_5,1003,"Dr Carmel Gallagher, former head of curriculum development at the CCEA states that, `the statutory requirements informed by the UNESCO Centre became a central element of the Revised Northern Ireland Curriculum Framework, which remains in place today.(See section 5, source 2 and Section 5, source 1).",0.04378672316670418,0.4783138334751129,1
fold_5,1003,Research carried out for the 2011 UNESCO,0.014249217696487904,0.4783138334751129,1
fold_5,1003,Global Monitoring Report exploring education and conflict has been recognised as `achieving a global policy impact.,0.00864770170301199,0.4783138334751129,1
fold_5,1003,"This is reflected in the very positive reform of governments and aid agencies around the world to the GMR' (See Section 5, source 5).",0.0013488278491422534,0.4783138334751129,1
fold_5,1003,"The concept of conflict sensitive education first referenced in Smith's 2005 Compare article is referenced and accepted as UNICEFs understanding of the term in an October 2011 proposal to the Dutch Government in relation to education and peace-building, `Conflict Sensitive Education — systemic analysis and delivery of education systems from a conflict perspective as a routine part of educational planning and practice.",0.034545883536338806,0.4783138334751129,1
fold_5,1003,"(Source: Adapted from Alan Smith's article Education in the twenty-first century: Conflict, Reconstruction and Reconciliation, Compare Vol. 35, No. 4, December 2005, pp.",0.015214997343719006,0.4783138334751129,1
fold_5,1003,"373-391' (See Section 5, source 6, page 4).",0.0034720096737146378,0.4783138334751129,1
fold_5,1003,"Research for UNICEF (Novelli and Smith, 2011) has led to a major global initiative (€120 m programme in 14 countries) to highlight the importance of education as a central part of working in conflict affected societies.",0.03724513202905655,0.4783138334751129,1
fold_5,1003,"Corien Sips of the Dutch Government, commenting on the impact of the research, stated that, `The interesting study of Mario Novelli and Alan Smith about Education and Peace-building was used as a building block for the new programme' (See section 5, source 4).",0.008638170547783375,0.4783138334751129,1
fold_5,1003,"Children in conflict affected countries where aid donors have prioritised conflict sensitive education directly benefit from UNESCO Centre research (See section 5, source 7) Rights Rights informed research carried out on behalf of the Integrated Education Fund in Northern Ireland (Hansson et al., 2013) has provoked a major debate on the future direction of education policy in and has been recognised as critical in, `informing policy makers and influencers in Washington, London, Brussels and Dublin.",0.03555743023753166,0.4783138334751129,1
fold_5,1003,"Crucially, this research made an important contribution to a major Northern Ireland government report, Advancing Shared Education, published in 2013' (See section 5, source 9 and section 5 source 8).",0.021471593528985977,0.4783138334751129,1
fold_5,1003,"Research on embedding a rights' based approach to children and young people's well-being in Northern Ireland and Ireland, with particular regard to UNESCO Centre experience in the field of education has led to OFMdFM asking the Centre to build a child's rights indicators framework for policy making across all government departments.",0.03029569983482361,0.4783138334751129,1
fold_5,1003,"The framework has been acknowledged as a critical policy lever by the First Minister of Northern Ireland, Peter Robinson MLA: `The exercise provides us with an opportunity to take a critical look at the state of children's lives, using the Child Rights Indicator Framework which we are developing with the UNESCO Centre.",0.011606715619564056,0.4783138334751129,1
